Region,Month_Year,Net_Generation_MWh
North Dakota : all sectors,Sep 2017,887.0
Oklahoma : all sectors,Sep 2017,1843.0
Texas : all sectors,Sep 2017,4754.0
Colorado : all sectors,Sep 2017,577.0
California : all sectors,Sep 2017,1217.0
Washington : all sectors,Sep 2017,528.0
Illinois : all sectors,Oct 2017,1181.0
Iowa : all sectors,Oct 2017,2231.0
Kansas : all sectors,Oct 2017,1797.0
Minnesota : all sectors,Oct 2017,1163.0
North Dakota : all sectors,Oct 2017,1190.0
Oklahoma : all sectors,Oct 2017,2562.0
Texas : all sectors,Oct 2017,6003.0
Colorado : all sectors,Oct 2017,921.0
California : all sectors,Oct 2017,839.0
Washington : all sectors,Oct 2017,664.0
Illinois : all sectors,Nov 2017,1261.0
Iowa : all sectors,Nov 2017,2081.0
Kansas : all sectors,Nov 2017,1580.0
Minnesota : all sectors,Nov 2017,1154.0
North Dakota : all sectors,Nov 2017,1045.0
Oklahoma : all sectors,Nov 2017,2037.0
Texas : all sectors,Nov 2017,5895.0
Colorado : all sectors,Nov 2017,837.0
California : all sectors,Nov 2017,452.0
Washington : all sectors,Nov 2017,498.0
Illinois : all sectors,Dec 2017,1309.0
Iowa : all sectors,Dec 2017,2095.0
Kansas : all sectors,Dec 2017,1711.0
Minnesota : all sectors,Dec 2017,1191.0
North Dakota : all sectors,Dec 2017,1165.0
Oklahoma : all sectors,Dec 2017,2101.0
Texas : all sectors,Dec 2017,5330.0
Colorado : all sectors,Dec 2017,963.0
California : all sectors,Dec 2017,243.0
Washington : all sectors,Dec 2017,279.0
Illinois : all sectors,Jan 2018,1531.0
Iowa : all sectors,Jan 2018,2457.0
Kansas : all sectors,Jan 2018,1761.0
Minnesota : all sectors,Jan 2018,1155.0
North Dakota : all sectors,Jan 2018,1125.0
Oklahoma : all sectors,Jan 2018,2711.0
Texas : all sectors,Jan 2018,6602.0
Colorado : all sectors,Jan 2018,857.0
California : all sectors,Jan 2018,424.0
Washington : all sectors,Jan 2018,447.0
Illinois : all sectors,Feb 2018,1198.0
Iowa : all sectors,Feb 2018,1694.0
Kansas : all sectors,Feb 2018,1549.0
Minnesota : all sectors,Feb 2018,987.0
North Dakota : all sectors,Feb 2018,1034.0
Oklahoma : all sectors,Feb 2018,2262.0
Texas : all sectors,Feb 2018,6041.0
Colorado : all sectors,Feb 2018,724.0
California : all sectors,Feb 2018,887.0
Washington : all sectors,Feb 2018,863.0
Illinois : all sectors,Mar 2018,1284.0
Iowa : all sectors,Mar 2018,2131.0
Kansas : all sectors,Mar 2018,1943.0
Minnesota : all sectors,Mar 2018,1067.0
North Dakota : all sectors,Mar 2018,919.0
Oklahoma : all sectors,Mar 2018,2745.0
Texas : all sectors,Mar 2018,7210.0
Colorado : all sectors,Mar 2018,1005.0
California : all sectors,Mar 2018,1060.0
Washington : all sectors,Mar 2018,708.0
Illinois : all sectors,Apr 2018,1096.0
Iowa : all sectors,Apr 2018,2099.0
Kansas : all sectors,Apr 2018,1822.0
Minnesota : all sectors,Apr 2018,957.0
North Dakota : all sectors,Apr 2018,1050.0
Oklahoma : all sectors,Apr 2018,2816.0
Texas : all sectors,Apr 2018,7477.0
Colorado : all sectors,Apr 2018,986.0
California : all sectors,Apr 2018,1234.0
Washington : all sectors,Apr 2018,793.0
Illinois : all sectors,May 2018,859.0
Iowa : all sectors,May 2018,1507.0
Kansas : all sectors,May 2018,1450.0
Minnesota : all sectors,May 2018,755.0
North Dakota : all sectors,May 2018,764.0
Oklahoma : all sectors,May 2018,2391.0
Texas : all sectors,May 2018,7672.0
Colorado : all sectors,May 2018,697.0
California : all sectors,May 2018,1929.0
Washington : all sectors,May 2018,751.0
Illinois : all sectors,Jun 2018,616.0
Iowa : all sectors,Jun 2018,1696.0
Kansas : all sectors,Jun 2018,1872.0
Minnesota : all sectors,Jun 2018,884.0
North Dakota : all sectors,Jun 2018,763.0
Oklahoma : all sectors,Jun 2018,2743.0
Texas : all sectors,Jun 2018,7689.0
Colorado : all sectors,Jun 2018,798.0
California : all sectors,Jun 2018,1784.0
Washington : all sectors,Jun 2018,836.0
Illinois : all sectors,Jul 2018,566.0
Iowa : all sectors,Jul 2018,1011.0
Kansas : all sectors,Jul 2018,914.0
Minnesota : all sectors,Jul 2018,596.0
North Dakota : all sectors,Jul 2018,638.0
Oklahoma : all sectors,Jul 2018,1150.0
Texas : all sectors,Jul 2018,4647.0
Colorado : all sectors,Jul 2018,739.0
California : all sectors,Jul 2018,1565.0
Washington : all sectors,Jul 2018,756.0
Illinois : all sectors,Aug 2018,571.0
Iowa : all sectors,Aug 2018,1217.0
Kansas : all sectors,Aug 2018,1372.0
Minnesota : all sectors,Aug 2018,610.0
North Dakota : all sectors,Aug 2018,638.0
Oklahoma : all sectors,Aug 2018,2080.0
Texas : all sectors,Aug 2018,5968.0
Colorado : all sectors,Aug 2018,716.0
California : all sectors,Aug 2018,1645.0
Washington : all sectors,Aug 2018,819.0
Illinois : all sectors,Sep 2018,679.0
Iowa : all sectors,Sep 2018,1668.0
Kansas : all sectors,Sep 2018,1560.0
Minnesota : all sectors,Sep 2018,885.0
North Dakota : all sectors,Sep 2018,902.0
Oklahoma : all sectors,Sep 2018,1868.0
Texas : all sectors,Sep 2018,4165.0
Colorado : all sectors,Sep 2018,699.0
California : all sectors,Sep 2018,1259.0
Washington : all sectors,Sep 2018,559.0
Illinois : all sectors,Oct 2018,1172.0
Iowa : all sectors,Oct 2018,1716.0
Kansas : all sectors,Oct 2018,1402.0
Minnesota : all sectors,Oct 2018,945.0
North Dakota : all sectors,Oct 2018,1032.0
Oklahoma : all sectors,Oct 2018,1884.0
Texas : all sectors,Oct 2018,5599.0
Colorado : all sectors,Oct 2018,721.0
California : all sectors,Oct 2018,1029.0
Washington : all sectors,Oct 2018,394.0
Illinois : all sectors,Nov 2018,1065.0
Iowa : all sectors,Nov 2018,1944.0
Kansas : all sectors,Nov 2018,1467.0
Minnesota : all sectors,Nov 2018,936.0
North Dakota : all sectors,Nov 2018,847.0
Oklahoma : all sectors,Nov 2018,2151.0
Texas : all sectors,Nov 2018,6074.0
Colorado : all sectors,Nov 2018,756.0
California : all sectors,Nov 2018,639.0
Washington : all sectors,Nov 2018,516.0
Illinois : all sectors,Dec 2018,1262.0
Iowa : all sectors,Dec 2018,2194.0
Kansas : all sectors,Dec 2018,1795.0
Minnesota : all sectors,Dec 2018,935.0
North Dakota : all sectors,Dec 2018,1020.0
Oklahoma : all sectors,Dec 2018,2537.0
Texas : all sectors,Dec 2018,6556.0
Colorado : all sectors,Dec 2018,1046.0
California : all sectors,Dec 2018,570.0
Washington : all sectors,Dec 2018,457.0
Illinois : all sectors,Jan 2019,1471.0
Iowa : all sectors,Jan 2019,2203.0
Kansas : all sectors,Jan 2019,1597.0
Minnesota : all sectors,Jan 2019,1013.0
North Dakota : all sectors,Jan 2019,986.0
Oklahoma : all sectors,Jan 2019,2384.0
Texas : all sectors,Jan 2019,6925.0
Colorado : all sectors,Jan 2019,942.0
California : all sectors,Jan 2019,537.0
Washington : all sectors,Jan 2019,315.0
Illinois : all sectors,Feb 2019,1308.0
Iowa : all sectors,Feb 2019,1744.0
Kansas : all sectors,Feb 2019,1416.0
Minnesota : all sectors,Feb 2019,837.0
North Dakota : all sectors,Feb 2019,792.0
Oklahoma : all sectors,Feb 2019,2009.0
Texas : all sectors,Feb 2019,6639.0
Colorado : all sectors,Feb 2019,848.0
California : all sectors,Feb 2019,1054.0
Washington : all sectors,Feb 2019,385.0
Illinois : all sectors,Mar 2019,1491.0
Iowa : all sectors,Mar 2019,2596.0
Kansas : all sectors,Mar 2019,1870.0
Minnesota : all sectors,Mar 2019,1063.0
North Dakota : all sectors,Mar 2019,1090.0
Oklahoma : all sectors,Mar 2019,2431.0
Texas : all sectors,Mar 2019,6694.0
Colorado : all sectors,Mar 2019,924.0
California : all sectors,Mar 2019,1091.0
Washington : all sectors,Mar 2019,366.0
Illinois : all sectors,Apr 2019,1623.0
Iowa : all sectors,Apr 2019,2857.0
Kansas : all sectors,Apr 2019,1952.0
Minnesota : all sectors,Apr 2019,883.0
North Dakota : all sectors,Apr 2019,983.0
Oklahoma : all sectors,Apr 2019,2757.0
Texas : all sectors,Apr 2019,7839.0
Colorado : all sectors,Apr 2019,1014.0
California : all sectors,Apr 2019,1475.0
Washington : all sectors,Apr 2019,764.0
Illinois : all sectors,May 2019,1134.0
Iowa : all sectors,May 2019,2080.0
Kansas : all sectors,May 2019,1566.0
Minnesota : all sectors,May 2019,961.0
North Dakota : all sectors,May 2019,900.0
Oklahoma : all sectors,May 2019,2420.0
Texas : all sectors,May 2019,7762.0
Colorado : all sectors,May 2019,867.0
California : all sectors,May 2019,1838.0
Washington : all sectors,May 2019,720.0
Illinois : all sectors,Jun 2019,1034.0
Iowa : all sectors,Jun 2019,1645.0
Kansas : all sectors,Jun 2019,1473.0
Minnesota : all sectors,Jun 2019,704.0
North Dakota : all sectors,Jun 2019,755.0
Oklahoma : all sectors,Jun 2019,2005.0
Texas : all sectors,Jun 2019,6290.0
Colorado : all sectors,Jun 2019,781.0
California : all sectors,Jun 2019,1564.0
Washington : all sectors,Jun 2019,884.0
Illinois : all sectors,Jul 2019,673.0
Iowa : all sectors,Jul 2019,1629.0
Kansas : all sectors,Jul 2019,1652.0
Minnesota : all sectors,Jul 2019,623.0
North Dakota : all sectors,Jul 2019,642.0
Oklahoma : all sectors,Jul 2019,2149.0
Texas : all sectors,Jul 2019,6731.0
Colorado : all sectors,Jul 2019,896.0
California : all sectors,Jul 2019,1674.0
Washington : all sectors,Jul 2019,819.0
Illinois : all sectors,Aug 2019,562.0
Iowa : all sectors,Aug 2019,1173.0
Kansas : all sectors,Aug 2019,1339.0
Minnesota : all sectors,Aug 2019,566.0
North Dakota : all sectors,Aug 2019,775.0
Oklahoma : all sectors,Aug 2019,2013.0
Texas : all sectors,Aug 2019,6489.0
Colorado : all sectors,Aug 2019,789.0
California : all sectors,Aug 2019,1469.0
Washington : all sectors,Aug 2019,688.0
Illinois : all sectors,Sep 2019,900.0
Iowa : all sectors,Sep 2019,2229.0
Kansas : all sectors,Sep 2019,2205.0
Minnesota : all sectors,Sep 2019,980.0
North Dakota : all sectors,Sep 2019,969.0
Oklahoma : all sectors,Sep 2019,2633.0
Texas : all sectors,Sep 2019,6517.0
Colorado : all sectors,Sep 2019,1041.0
California : all sectors,Sep 2019,1210.0
Washington : all sectors,Sep 2019,641.0
Illinois : all sectors,Oct 2019,1293.0
Iowa : all sectors,Oct 2019,2686.0
Kansas : all sectors,Oct 2019,2087.0
Minnesota : all sectors,Oct 2019,1258.0
North Dakota : all sectors,Oct 2019,1279.0
Oklahoma : all sectors,Oct 2019,3134.0
Texas : all sectors,Oct 2019,7455.0
Colorado : all sectors,Oct 2019,923.0
California : all sectors,Oct 2019,877.0
Washington : all sectors,Oct 2019,519.0
Illinois : all sectors,Nov 2019,1242.0
Iowa : all sectors,Nov 2019,2735.0
Kansas : all sectors,Nov 2019,2007.0
Minnesota : all sectors,Nov 2019,1102.0
North Dakota : all sectors,Nov 2019,991.0
Oklahoma : all sectors,Nov 2019,2446.0
Texas : all sectors,Nov 2019,6990.0
Colorado : all sectors,Nov 2019,940.0
California : all sectors,Nov 2019,467.0
Washington : all sectors,Nov 2019,325.0
Illinois : all sectors,Dec 2019,1729.0
Iowa : all sectors,Dec 2019,2728.0
Kansas : all sectors,Dec 2019,1962.0
Minnesota : all sectors,Dec 2019,975.0
North Dakota : all sectors,Dec 2019,1051.0
Oklahoma : all sectors,Dec 2019,2626.0
Texas : all sectors,Dec 2019,7290.0
Colorado : all sectors,Dec 2019,889.0
California : all sectors,Dec 2019,480.0
Washington : all sectors,Dec 2019,253.0
Illinois : all sectors,Jan 2020,1364.0
Iowa : all sectors,Jan 2020,2409.0
Kansas : all sectors,Jan 2020,1876.0
Minnesota : all sectors,Jan 2020,910.0
North Dakota : all sectors,Jan 2020,1046.0
Oklahoma : all sectors,Jan 2020,2661.0
Texas : all sectors,Jan 2020,7976.0
Colorado : all sectors,Jan 2020,1235.0
California : all sectors,Jan 2020,763.0
Washington : all sectors,Jan 2020,931.0
Illinois : all sectors,Feb 2020,1535.0
Iowa : all sectors,Feb 2020,2923.0
Kansas : all sectors,Feb 2020,1921.0
Minnesota : all sectors,Feb 2020,1175.0
North Dakota : all sectors,Feb 2020,1186.0
Oklahoma : all sectors,Feb 2020,2576.0
Texas : all sectors,Feb 2020,7714.0
Colorado : all sectors,Feb 2020,995.0
California : all sectors,Feb 2020,780.0
Washington : all sectors,Feb 2020,972.0
Illinois : all sectors,Mar 2020,1672.0
Iowa : all sectors,Mar 2020,2925.0
Kansas : all sectors,Mar 2020,1959.0
Minnesota : all sectors,Mar 2020,1168.0
North Dakota : all sectors,Mar 2020,1199.0
Oklahoma : all sectors,Mar 2020,2521.0
Texas : all sectors,Mar 2020,7699.0
Colorado : all sectors,Mar 2020,898.0
California : all sectors,Mar 2020,1131.0
Washington : all sectors,Mar 2020,915.0
Illinois : all sectors,Apr 2020,1657.0
Iowa : all sectors,Apr 2020,2964.0
Kansas : all sectors,Apr 2020,2057.0
Minnesota : all sectors,Apr 2020,1028.0
North Dakota : all sectors,Apr 2020,1184.0
Oklahoma : all sectors,Apr 2020,2732.0
Texas : all sectors,Apr 2020,7950.0
Colorado : all sectors,Apr 2020,898.0
California : all sectors,Apr 2020,1521.0
Washington : all sectors,Apr 2020,800.0
Illinois : all sectors,May 2020,1336.0
Iowa : all sectors,May 2020,2618.0
Kansas : all sectors,May 2020,1887.0
Minnesota : all sectors,May 2020,903.0
North Dakota : all sectors,May 2020,1119.0
Oklahoma : all sectors,May 2020,2171.0
Texas : all sectors,May 2020,8314.0
Colorado : all sectors,May 2020,1319.0
California : all sectors,May 2020,1553.0
Washington : all sectors,May 2020,784.0
Illinois : all sectors,Jun 2020,1054.0
Iowa : all sectors,Jun 2020,3077.0
Kansas : all sectors,Jun 2020,2574.0
Minnesota : all sectors,Jun 2020,973.0
North Dakota : all sectors,Jun 2020,1074.0
Oklahoma : all sectors,Jun 2020,3106.0
Texas : all sectors,Jun 2020,8859.0
Colorado : all sectors,Jun 2020,992.0
California : all sectors,Jun 2020,1722.0
Washington : all sectors,Jun 2020,745.0
Illinois : all sectors,Jul 2020,621.0
Iowa : all sectors,Jul 2020,1685.0
Kansas : all sectors,Jul 2020,1592.0
Minnesota : all sectors,Jul 2020,659.0
North Dakota : all sectors,Jul 2020,850.0
Oklahoma : all sectors,Jul 2020,1855.0
Texas : all sectors,Jul 2020,7276.0
Colorado : all sectors,Jul 2020,1079.0
California : all sectors,Jul 2020,1691.0
Washington : all sectors,Jul 2020,725.0
Illinois : all sectors,Aug 2020,543.0
Iowa : all sectors,Aug 2020,2286.0
Kansas : all sectors,Aug 2020,1710.0
Minnesota : all sectors,Aug 2020,871.0
North Dakota : all sectors,Aug 2020,874.0
Oklahoma : all sectors,Aug 2020,1897.0
Texas : all sectors,Aug 2020,6689.0
Colorado : all sectors,Aug 2020,1059.0
California : all sectors,Aug 2020,1440.0
Washington : all sectors,Aug 2020,627.0
Illinois : all sectors,Sep 2020,1070.0
Iowa : all sectors,Sep 2020,2985.0
Kansas : all sectors,Sep 2020,1817.0
Minnesota : all sectors,Sep 2020,938.0
North Dakota : all sectors,Sep 2020,1213.0
Oklahoma : all sectors,Sep 2020,1844.0
Texas : all sectors,Sep 2020,5522.0
Colorado : all sectors,Sep 2020,1038.0
California : all sectors,Sep 2020,797.0
Washington : all sectors,Sep 2020,501.0
Illinois : all sectors,Oct 2020,1542.0
Iowa : all sectors,Oct 2020,3393.0
Kansas : all sectors,Oct 2020,2050.0
Minnesota : all sectors,Oct 2020,958.0
North Dakota : all sectors,Oct 2020,1228.0
Oklahoma : all sectors,Oct 2020,2466.0
Texas : all sectors,Oct 2020,7838.0
Colorado : all sectors,Oct 2020,1038.0
California : all sectors,Oct 2020,868.0
Washington : all sectors,Oct 2020,876.0
Illinois : all sectors,Nov 2020,2159.0
Iowa : all sectors,Nov 2020,3864.0
Kansas : all sectors,Nov 2020,2412.0
Minnesota : all sectors,Nov 2020,1132.0
North Dakota : all sectors,Nov 2020,1369.0
Oklahoma : all sectors,Nov 2020,2897.0
Texas : all sectors,Nov 2020,7981.0
Colorado : all sectors,Nov 2020,1287.0
California : all sectors,Nov 2020,664.0
Washington : all sectors,Nov 2020,775.0
Illinois : all sectors,Dec 2020,1673.0
Iowa : all sectors,Dec 2020,3053.0
Kansas : all sectors,Dec 2020,2109.0
Minnesota : all sectors,Dec 2020,1117.0
North Dakota : all sectors,Dec 2020,1293.0
Oklahoma : all sectors,Dec 2020,2691.0
Texas : all sectors,Dec 2020,8621.0
Colorado : all sectors,Dec 2020,1549.0
California : all sectors,Dec 2020,652.0
Washington : all sectors,Dec 2020,614.0
Illinois : all sectors,Jan 2021,1590.0
Iowa : all sectors,Jan 2021,3148.0
Kansas : all sectors,Jan 2021,2152.0
Minnesota : all sectors,Jan 2021,935.0
North Dakota : all sectors,Jan 2021,1182.0
Oklahoma : all sectors,Jan 2021,2729.0
Texas : all sectors,Jan 2021,8036.0
Colorado : all sectors,Jan 2021,1331.0
California : all sectors,Jan 2021,749.0
Washington : all sectors,Jan 2021,553.0
Illinois : all sectors,Feb 2021,1690.0
Iowa : all sectors,Feb 2021,2684.0
Kansas : all sectors,Feb 2021,1420.0
Minnesota : all sectors,Feb 2021,739.0
North Dakota : all sectors,Feb 2021,992.0
Oklahoma : all sectors,Feb 2021,1874.0
Texas : all sectors,Feb 2021,6386.0
Colorado : all sectors,Feb 2021,893.0
California : all sectors,Feb 2021,1097.0
Washington : all sectors,Feb 2021,1028.0
Illinois : all sectors,Mar 2021,2206.0
Iowa : all sectors,Mar 2021,3906.0
Kansas : all sectors,Mar 2021,2645.0
Minnesota : all sectors,Mar 2021,1143.0
North Dakota : all sectors,Mar 2021,1344.0
Oklahoma : all sectors,Mar 2021,3520.0
Texas : all sectors,Mar 2021,10970.0
Colorado : all sectors,Mar 2021,1373.0
California : all sectors,Mar 2021,1329.0
Washington : all sectors,Mar 2021,789.0
Illinois : all sectors,Apr 2021,1806.0
Iowa : all sectors,Apr 2021,3760.0
Kansas : all sectors,Apr 2021,2513.0
Minnesota : all sectors,Apr 2021,1233.0
North Dakota : all sectors,Apr 2021,1142.0
Oklahoma : all sectors,Apr 2021,3269.0
Texas : all sectors,Apr 2021,9518.0
Colorado : all sectors,Apr 2021,1332.0
California : all sectors,Apr 2021,1829.0
Washington : all sectors,Apr 2021,911.0
Illinois : all sectors,May 2021,1601.0
Iowa : all sectors,May 2021,3386.0
Kansas : all sectors,May 2021,2274.0
Minnesota : all sectors,May 2021,1028.0
North Dakota : all sectors,May 2021,1293.0
Oklahoma : all sectors,May 2021,2738.0
Texas : all sectors,May 2021,9557.0
Colorado : all sectors,May 2021,1236.0
California : all sectors,May 2021,2030.0
Washington : all sectors,May 2021,803.0
Illinois : all sectors,Jun 2021,1104.0
Iowa : all sectors,Jun 2021,2301.0
Kansas : all sectors,Jun 2021,1695.0
Minnesota : all sectors,Jun 2021,836.0
North Dakota : all sectors,Jun 2021,839.0
Oklahoma : all sectors,Jun 2021,2197.0
Texas : all sectors,Jun 2021,7228.0
Colorado : all sectors,Jun 2021,1094.0
California : all sectors,Jun 2021,1760.0
Washington : all sectors,Jun 2021,703.0
Illinois : all sectors,Jul 2021,706.0
Iowa : all sectors,Jul 2021,1609.0
Kansas : all sectors,Jul 2021,1543.0
Minnesota : all sectors,Jul 2021,666.0
North Dakota : all sectors,Jul 2021,1039.0
Oklahoma : all sectors,Jul 2021,1759.0
Texas : all sectors,Jul 2021,5599.0
Colorado : all sectors,Jul 2021,1132.0
California : all sectors,Jul 2021,1444.0
Washington : all sectors,Jul 2021,584.0
Illinois : all sectors,Aug 2021,804.0
Iowa : all sectors,Aug 2021,2231.0
Kansas : all sectors,Aug 2021,2182.0
Minnesota : all sectors,Aug 2021,898.0
North Dakota : all sectors,Aug 2021,1210.0
Oklahoma : all sectors,Aug 2021,2610.0
Texas : all sectors,Aug 2021,7375.0
Colorado : all sectors,Aug 2021,1202.0
California : all sectors,Aug 2021,1525.0
Washington : all sectors,Aug 2021,709.0
Illinois : all sectors,Sep 2021,1434.0
Iowa : all sectors,Sep 2021,2794.0
Kansas : all sectors,Sep 2021,2243.0
Minnesota : all sectors,Sep 2021,1006.0
North Dakota : all sectors,Sep 2021,1346.0
Oklahoma : all sectors,Sep 2021,2818.0
Texas : all sectors,Sep 2021,6985.0
Colorado : all sectors,Sep 2021,1154.0
California : all sectors,Sep 2021,1214.0
Washington : all sectors,Sep 2021,673.0
Illinois : all sectors,Oct 2021,1565.0
Iowa : all sectors,Oct 2021,3139.0
Kansas : all sectors,Oct 2021,2107.0
Minnesota : all sectors,Oct 2021,1029.0
North Dakota : all sectors,Oct 2021,1601.0
Oklahoma : all sectors,Oct 2021,2889.0
Texas : all sectors,Oct 2021,8850.0
Colorado : all sectors,Oct 2021,1309.0
California : all sectors,Oct 2021,915.0
Washington : all sectors,Oct 2021,738.0
Illinois : all sectors,Nov 2021,2266.0
Iowa : all sectors,Nov 2021,4189.0
Kansas : all sectors,Nov 2021,2210.0
Minnesota : all sectors,Nov 2021,1337.0
North Dakota : all sectors,Nov 2021,1500.0
Oklahoma : all sectors,Nov 2021,2918.0
Texas : all sectors,Nov 2021,8849.0
Colorado : all sectors,Nov 2021,1357.0
California : all sectors,Nov 2021,541.0
Washington : all sectors,Nov 2021,920.0
Illinois : all sectors,Dec 2021,2360.0
Iowa : all sectors,Dec 2021,3950.0
Kansas : all sectors,Dec 2021,2709.0
Minnesota : all sectors,Dec 2021,1421.0
North Dakota : all sectors,Dec 2021,1448.0
Oklahoma : all sectors,Dec 2021,3219.0
Texas : all sectors,Dec 2021,10121.0
Colorado : all sectors,Dec 2021,1713.0
California : all sectors,Dec 2021,745.0
Washington : all sectors,Dec 2021,887.0
Illinois : all sectors,Jan 2022,2336.0
Iowa : all sectors,Jan 2022,4501.0
Kansas : all sectors,Jan 2022,2647.0
Minnesota : all sectors,Jan 2022,1581.0
North Dakota : all sectors,Jan 2022,1558.0
Oklahoma : all sectors,Jan 2022,2994.0
Texas : all sectors,Jan 2022,8866.0
Colorado : all sectors,Jan 2022,1450.0
California : all sectors,Jan 2022,588.0
Washington : all sectors,Jan 2022,521.0
Illinois : all sectors,Feb 2022,2341.0
Iowa : all sectors,Feb 2022,4219.0
Kansas : all sectors,Feb 2022,2691.0
Minnesota : all sectors,Feb 2022,1357.0
North Dakota : all sectors,Feb 2022,1399.0
Oklahoma : all sectors,Feb 2022,3099.0
Texas : all sectors,Feb 2022,8809.0
Colorado : all sectors,Feb 2022,1317.0
California : all sectors,Feb 2022,780.0
Washington : all sectors,Feb 2022,792.0
Illinois : all sectors,Mar 2022,2344.0
Iowa : all sectors,Mar 2022,4688.0
Kansas : all sectors,Mar 2022,3051.0
Minnesota : all sectors,Mar 2022,1417.0
North Dakota : all sectors,Mar 2022,1633.0
Oklahoma : all sectors,Mar 2022,3494.0
Texas : all sectors,Mar 2022,11319.0
Colorado : all sectors,Mar 2022,1572.0
California : all sectors,Mar 2022,1349.0
Washington : all sectors,Mar 2022,849.0
Illinois : all sectors,Apr 2022,2628.0
Iowa : all sectors,Apr 2022,4882.0
Kansas : all sectors,Apr 2022,3089.0
Minnesota : all sectors,Apr 2022,1430.0
North Dakota : all sectors,Apr 2022,1645.0
Oklahoma : all sectors,Apr 2022,4162.0
Texas : all sectors,Apr 2022,12494.0
Colorado : all sectors,Apr 2022,1823.0
California : all sectors,Apr 2022,1739.0
Washington : all sectors,Apr 2022,902.0
Illinois : all sectors,May 2022,2280.0
Iowa : all sectors,May 2022,3946.0
Kansas : all sectors,May 2022,2761.0
Minnesota : all sectors,May 2022,1143.0
North Dakota : all sectors,May 2022,1442.0
Oklahoma : all sectors,May 2022,3673.0
Texas : all sectors,May 2022,13017.0
Colorado : all sectors,May 2022,1530.0
California : all sectors,May 2022,2008.0
Washington : all sectors,May 2022,941.0
Illinois : all sectors,Jun 2022,1376.0
Iowa : all sectors,Jun 2022,3061.0
Kansas : all sectors,Jun 2022,2290.0
Minnesota : all sectors,Jun 2022,1031.0
North Dakota : all sectors,Jun 2022,1143.0
Oklahoma : all sectors,Jun 2022,3133.0
Texas : all sectors,Jun 2022,10257.0
Colorado : all sectors,Jun 2022,1449.0
California : all sectors,Jun 2022,1666.0
Washington : all sectors,Jun 2022,675.0
Illinois : all sectors,Jul 2022,1101.0
Iowa : all sectors,Jul 2022,2234.0
Kansas : all sectors,Jul 2022,1911.0
Minnesota : all sectors,Jul 2022,857.0
North Dakota : all sectors,Jul 2022,959.0
Oklahoma : all sectors,Jul 2022,2965.0
Texas : all sectors,Jul 2022,9276.0
Colorado : all sectors,Jul 2022,1228.0
California : all sectors,Jul 2022,1713.0
Washington : all sectors,Jul 2022,484.0
Illinois : all sectors,Aug 2022,978.0
Iowa : all sectors,Aug 2022,2098.0
Kansas : all sectors,Aug 2022,1758.0
Minnesota : all sectors,Aug 2022,853.0
North Dakota : all sectors,Aug 2022,1078.0
Oklahoma : all sectors,Aug 2022,2291.0
Texas : all sectors,Aug 2022,6668.0
Colorado : all sectors,Aug 2022,1149.0
California : all sectors,Aug 2022,1350.0
Washington : all sectors,Aug 2022,579.0
Illinois : all sectors,Sep 2022,1197.0
Iowa : all sectors,Sep 2022,3087.0
Kansas : all sectors,Sep 2022,2222.0
Minnesota : all sectors,Sep 2022,1030.0
North Dakota : all sectors,Sep 2022,1306.0
Oklahoma : all sectors,Sep 2022,2493.0
Texas : all sectors,Sep 2022,6217.0
Colorado : all sectors,Sep 2022,1189.0
California : all sectors,Sep 2022,1006.0
Washington : all sectors,Sep 2022,555.0
Illinois : all sectors,Oct 2022,2159.0
Iowa : all sectors,Oct 2022,3641.0
Kansas : all sectors,Oct 2022,2003.0
Minnesota : all sectors,Oct 2022,1348.0
North Dakota : all sectors,Oct 2022,1334.0
Oklahoma : all sectors,Oct 2022,2654.0
Texas : all sectors,Oct 2022,8218.0
Colorado : all sectors,Oct 2022,1026.0
California : all sectors,Oct 2022,803.0
Washington : all sectors,Oct 2022,648.0
Illinois : all sectors,Nov 2022,2605.0
Iowa : all sectors,Nov 2022,5011.0
Kansas : all sectors,Nov 2022,2841.0
Minnesota : all sectors,Nov 2022,1551.0
North Dakota : all sectors,Nov 2022,1520.0
Oklahoma : all sectors,Nov 2022,3295.0
Texas : all sectors,Nov 2022,9998.0
Colorado : all sectors,Nov 2022,1548.0
California : all sectors,Nov 2022,830.0
Washington : all sectors,Nov 2022,590.0
Illinois : all sectors,Dec 2022,2150.0
Iowa : all sectors,Dec 2022,4394.0
Kansas : all sectors,Dec 2022,2423.0
Minnesota : all sectors,Dec 2022,1494.0
North Dakota : all sectors,Dec 2022,1235.0
Oklahoma : all sectors,Dec 2022,3299.0
Texas : all sectors,Dec 2022,9647.0
Colorado : all sectors,Dec 2022,1631.0
California : all sectors,Dec 2022,808.0
Washington : all sectors,Dec 2022,525.0
Illinois : all sectors,Jan 2023,1991.0
Iowa : all sectors,Jan 2023,3658.0
Kansas : all sectors,Jan 2023,2283.0
Minnesota : all sectors,Jan 2023,1233.0
North Dakota : all sectors,Jan 2023,1014.0
Oklahoma : all sectors,Jan 2023,3435.0
Texas : all sectors,Jan 2023,11991.0
Colorado : all sectors,Jan 2023,1264.0
California : all sectors,Jan 2023,916.0
Washington : all sectors,Jan 2023,567.0
Illinois : all sectors,Feb 2023,2444.0
Iowa : all sectors,Feb 2023,4248.0
Kansas : all sectors,Feb 2023,2423.0
Minnesota : all sectors,Feb 2023,1533.0
North Dakota : all sectors,Feb 2023,1503.0
